probe	CT_P13	CT_P15	CT_P21	CT_P22	CT_P25	CT_P29	CT_P31	CT_P34	CT_P35	CT_P51	CT_P63	CT_P89	CT_PP4	CT_PP16	CT_PP33	CT_PP87	CT_PP119	CT_PP120	CT_PP129	CT_PP131	CT_PP219	CT_PP285	CT_PP761	CT_PP771	CT_PP779	CT_PP855	CPP_2	CPP_41	CPP_48	CPP_52	CPP_53	CPP_54	CPP_78	CPP_603	CPP_606	CPP_622	CPP_713	CPP_789	CPP_807	CPP_809	CPP_872	CPP_881	CPP_912	CPP_925	CPP_932
cg17655614	0.27125572189226	0.334486379462313	0.32914002357399	0.384032282834813	0.336607497107046	0.335204502519384	0.360228919852844	0.259738299747959	0.300687580553264	0.304130793812951	0.309957544168337	0.266711311462196	0.317876530954252	0.294815161614695	0.27852210225059	0.29622904043743	0.311583951898285	0.322958809507185	0.295329394193061	0.338178577815966	0.308162927040955	0.264843150170114	0.295489756664191	0.348900841675313	0.331651538514915	0.276934645167925	0.310408374338307	0.308019511149694	0.297799839419811	0.304577047593757	0.242992274032135	0.316635689070221	0.323034014087232	0.341602622948044	0.279323856037	0.328331187016599	0.305128429597491	0.351783034244845	0.333485368497296	0.344264492114701	0.313386101110492	0.29662334945327	0.28516836021434	0.320270862236267	0.295114187877017
cg23662675	0.0157412703762312	0.0175700005153684	0.0296886346832709	0.00943312444895713	0.0155600320042473	0.0139033139445633	0.0093587000197765	0.0164179151554835	0.0109715714642813	0.0133032056688659	0.0114696655760654	0.0241694395130698	0.00872056309446226	0.0152508168049685	0.014254519506682	0.00586300285297895	0.00791241684915593	0.00369905342172765	0.0068626039285507	0.00371126998695976	0.00700981765939577	0.00541500476717348	0.00648489741744284	0.0101560270987878	0.0226473668407228	0.0253990843195187	0.0162848935142348	0.0220233437077048	0.0222606674013912	0.025245972419342	0.0237780659377872	0.0228613147307033	0.0174696693746394	0.00564448345006442	0.0126849756323994	0.0134525916134217	0.0127979280142409	0.00711846476844091	0.0156999473234107	0.017719036600087	0.0180082848304211	0.0133102707997609	0.00835009024706085	0.016210654958559	0.0151392181593944
cg06361108	0.0229639190824731	0.0234961833672877	0.0150044873696478	0.0280830020690835	0.0215076290045056	0.0281045145087964	0.0821217248701673	0.0269185447972555	0.0192364855652159	0.0209275342337704	0.0281220627503736	0.0229129769968583	0.0166893696964996	0.0238629376367848	0.0247178017563261	0.0185788706163203	0.0164177376691604	0.0209083870170021	0.0171481576099843	0.0226659659105505	0.0198785051143818	0.0161710426201908	0.0168338379424386	0.0331969222872883	0.0256564308259148	0.0286845020970789	0.0397026291514301	0.0394211413764664	0.027829679142443	0.029391394352723	0.0246900556076689	0.0157917008062126	0.0203380679669983	0.0148015607368129	0.0148178171442096	0.0145732242710078	0.0388710002140059	0.0176361052491086	0.0139391348067767	0.0209448655851614	0.0165106305982158	0.0177395793626857	0.0230943697298387	0.015544242182365	0.0193729293525907
cg18984151	0.174936416015927	0.212592863315665	0.206875794532402	0.259278892912309	0.16477462389923	0.163796811684338	0.222561247753423	0.213926198205029	0.241321716416317	0.288233636817743	0.25838606527523	0.193610612787396	0.247753137607173	0.240981763054385	0.191289767576228	0.232018019446651	0.231038874354803	0.17769013284593	0.212251347530253	0.196747338615962	0.184625645658674	0.134848595155781	0.178433901566132	0.171762663470566	0.255300969253698	0.187409481189601	0.192923280275986	0.276157436594983	0.143410423767278	0.220726479801217	0.223926170533411	0.212146605876942	0.205831019412981	0.207037188299248	0.180767096946988	0.262926017559074	0.217226319305804	0.19871819685743	0.18313879995852	0.162939590500223	0.172448923097777	0.139328454539736	0.155343030024318	0.190517217007502	0.223766359354317
cg20524216	0.0232903067066117	0.0267005244589665	0.0253824097934152	0.0155308568432471	0.0225147416635061	0.0249530117010964	0.0298380607756581	0.0371067691707171	0.0233511309767932	0.0258783179634941	0.0257874887716719	0.0342945611765597	0.0244139961054319	0.0183957749890788	0.0189327171918751	0.0131744486171303	0.0154055310834122	0.0187843743877549	0.0163142618082812	0.0148125045344989	0.0132228697825854	0.0195436915217209	0.0147172084331184	0.0558620917341878	0.030928949693533	0.0456911800191764	0.037389079382335	0.0280869457427716	0.0290963801059528	0.0315630324345989	0.0281769858485987	0.0289623300332739	0.0372518836133819	0.0271935814957226	0.0203446398389307	0.0214835768898284	0.0206813561061408	0.0187102060040143	0.0170743849443235	0.026591376316031	0.0203859153349731	0.0260957345683768	0.0262773790601288	0.0293811816788079	0.0230026233014833
cg17686885	0.0870002191251141	0.0514579339400942	0.106255108669312	0.0627473807651828	0.0957627059511044	0.0730466557149861	0.122823137326609	0.278025781360014	0.10742858716677	0.145733022352647	0.0717437866310071	0.129640811436026	0.139741406808533	0.0938806786111513	0.137831059158996	0.186810141976914	0.127187107666679	0.0962738594930608	0.118145428980593	0.121574005128528	0.160366371443816	0.141284849011072	0.1824633004479	0.138028503862754	0.148000088767783	0.141019135850643	0.11161341239012	0.166170398553161	0.159177754426531	0.163129748483907	0.116005031699743	0.143148031539601	0.096354746648711	0.146358560351131	0.157378645645273	0.124452340787642	0.131228140620218	0.129617140495277	0.16935522413246	0.134237888001712	0.121510197086948	0.155202604870022	0.0792982298929277	0.0752231822158779	0.128074619556971
cg12351433	0.177641052381639	0.220124628284347	0.195237263093435	0.178562601050358	0.207738496871037	0.224276660523352	0.204823258089249	0.18105080744715	0.18113248482901	0.186287464333026	0.246449726654079	0.181163514961203	0.24844314104842	0.248229400203266	0.191801129428344	0.280855833938029	0.248999699744365	0.269313048633994	0.229586227530056	0.232152083682409	0.252519885005493	0.212683653418267	0.252266731942888	0.227232933645698	0.203927606833281	0.168543325459203	0.194142233466109	0.234118536856482	0.209483204513404	0.235372285661666	0.200674427676588	0.20228322019954	0.224539353634211	0.251086513284162	0.212341577904191	0.231112437412634	0.23021679228596	0.212417855829843	0.261426427591954	0.211057764533188	0.236718126869099	0.195863102560743	0.215764937450806	0.20105430372394	0.232537078166686
cg09441152	0.0148682587904398	0.0225569061138288	0.0251975121430417	0.0268689937504421	0.0198768497661763	0.0223421498901517	0.0201362369817608	0.0202309908233503	0.0267904605083026	0.0302052712881523	0.0281178628047588	0.030292838632087	0.0272129952420501	0.0237972449302036	0.027703360771558	0.0245152468432956	0.0211670547071883	0.0310755270854725	0.0204465626980628	0.0151714607609956	0.0324672285439763	0.0171675628968146	0.0177038784084155	0.0386732801136853	0.0306214089904742	0.0313934096787865	0.0350147979035033	0.0351675661061203	0.0308987622341011	0.0208972739916069	0.0231296163576783	0.0248052162397982	0.020133420732789	0.023970892990745	0.0267310039166535	0.0255764433256906	0.0219963555772824	0.0318514967275749	0.025745247170259	0.0294938269953476	0.0222757350840854	0.0236602412359243	0.0259190383804908	0.028761288951901	0.0168275744364387
cg22171829	0.314745555216374	0.538652697777474	0.351064767201424	0.344134449723079	0.327904665836236	0.263651772567765	0.378392528349274	0.297550978901652	0.471971429356683	0.347837176459169	0.308082797733001	0.389374187290731	0.428276527925054	0.380987770447746	0.334014547807394	0.529721945236829	0.313322155668044	0.473902233665759	0.325365590544429	0.407024578782842	0.413413767975451	0.37093371099821	0.417619387122922	0.413250938560442	0.301952219314387	0.378329530225419	0.329759791155353	0.416466424863646	0.262634858645515	0.430520889427194	0.338466560778337	0.266678875745091	0.518870786467755	0.434723643917311	0.442517926465672	0.498028546920699	0.456487981570422	0.263934110209419	0.337354916020323	0.409527103714567	0.451650274010322	0.378986161562964	0.335088754674345	0.325469215025893	0.463588803875218
cg26614073	0.538161023328012	0.626736354744941	0.626790436500135	0.626557548565906	0.675585323652178	0.656812858352688	0.617185044856662	0.58509254932309	0.577644473745374	0.606463580577158	0.580058894082394	0.607333541238115	0.597919658250843	0.64423634518033	0.581331355344035	0.69248887827149	0.609334673328574	0.614650306097974	0.600860148011301	0.576593104518711	0.708526142477684	0.640679135937839	0.579947633409986	0.627297541399512	0.571952129700323	0.635118864158206	0.654134242512493	0.594026190097632	0.590693835292414	0.537095039346591	0.569447773759829	0.555817105409015	0.666413134905024	0.548897451465711	0.629937957037126	0.628866204493203	0.618254379906352	0.564812879924223	0.552527048909159	0.598736531269662	0.610996192743111	0.576391363342714	0.60138021999957	0.577757161324114	0.628068316103648
cg04084157	0.12104126113144	0.107286534701068	0.113587062057827	0.10830829782174	0.0957535276095475	0.101213866203629	0.0775799558711101	0.107275072927356	0.122877610289034	0.121527093780878	0.0887066890456738	0.0960631107099279	0.0836746616528415	0.0903754962935706	0.065774569649019	0.0984717453686677	0.10291466858418	0.0827518386114894	0.0935422466734559	0.0824504187612526	0.0931339701953332	0.0903620699708928	0.0802716504602412	0.090348166283698	0.0989494368123641	0.12093748433075	0.0938417668384611	0.0859084141977904	0.129105318174947	0.105537239003797	0.0902725248594901	0.102140938159473	0.100097800229647	0.089122217922442	0.093697245800776	0.0979797646902408	0.094937433254793	0.1130559245606	0.0876164345511764	0.102953586265726	0.100649202871728	0.109209101903523	0.103191311589069	0.0955395186616373	0.0875989794927519
cg00075967	0.840541122206612	0.802765430527418	0.83899025535931	0.845913007288483	0.807501090725849	0.781437479360639	0.823196956077287	0.861932144246332	0.871409229743847	0.839531641656853	0.87008475939056	0.807356684339576	0.73852822045544	0.69356509807523	0.853402935863643	0.760441738172158	0.86115092789723	0.804381053124133	0.770011852167272	0.796419087829191	0.720171508754197	0.848321944797419	0.809580615430506	0.606038940263792	0.778116761857048	0.838083452976972	0.728410236478835	0.751980758593715	0.702386170176279	0.731038840015353	0.812745652286803	0.778943393130662	0.829818959027893	0.771100308329288	0.774006292153266	0.772267799318542	0.783406712078237	0.765498281375518	0.684408910095408	0.71851674786963	0.778282734104904	0.717502482492528	0.758918026997907	0.837352865816161	0.725786436343815
cg19514928	0.0461858204337389	0.0584043398761126	0.0488992424504088	0.0551076754762936	0.0578437024402467	0.0610702607926946	0.0501949765416908	0.0591444183439757	0.0608793424082036	0.0495966280058086	0.0608639267071627	0.0440870949083102	0.074434839014621	0.0548425272706501	0.054796499546473	0.0741476399929584	0.0622950081441705	0.0573805999111766	0.0651256825529382	0.060183395765796	0.0550361555563301	0.0550624621968522	0.0626362162589159	0.0831379297542628	0.0873827697632809	0.0464791515361919	0.0795542105673029	0.0580985652053786	0.0700192432796372	0.0815220732169453	0.0628683389578005	0.0627915362684657	0.0697941703905769	0.0566393427881501	0.0777740925530149	0.0608817860295617	0.0649382901892787	0.0647103727838654	0.0581519722498818	0.0503601395894049	0.0672262116684708	0.0526999350283839	0.066786495695994	0.0562528252379682	0.0506037837902632
cg22947000	0.434952513902276	0.544323824253128	0.487374423530712	0.439677313173589	0.439190386509967	0.471690929569964	0.510947938294826	0.449584649307879	0.495521526361366	0.589699147933366	0.522746967656484	0.628405633362154	0.638552284294513	0.576918536754788	0.439488931568527	0.659372147779306	0.592804762332723	0.585930005321863	0.53503404186469	0.52894240747522	0.614950352057262	0.472238275107899	0.601642546256232	0.568270339834697	0.53744014586774	0.592193152199049	0.549179164498773	0.552782624304663	0.560556209161556	0.601781875103326	0.589701391530868	0.618180823482592	0.601485184763699	0.539741827047008	0.507176471695677	0.556919364170864	0.558390627832019	0.433702480651691	0.537981162991113	0.533883967590514	0.630357666672132	0.627439605542419	0.54792344102329	0.584852134886468	0.544873058425425
cg03947362	0.0114828514942868	0.00820130989166773	0.00748388120948279	0.013053437806305	0.0158065907811276	0.0159512033044759	0.00736393010990207	0.0115755703267327	0.0158474042080568	0.0125945726634787	0.00802205499185876	0.0129666633790299	0.0157489688247123	0.0126837985758226	0.015310709937716	0.00843155542641529	0.0126672031143123	0.0112215048333454	0.00949659056689084	0.0136437264712157	0.00612755438498149	0.00637041561695986	0.00652340553583489	0.0253230787587524	0.0277941073440414	0.0256677610079334	0.0196360841153377	0.0252010546974964	0.0217523482809714	0.0261232282042459	0.0129928228552314	0.0151367414058692	0.0121205502785292	0.0151851476743017	0.0174205131620044	0.0148191556470959	0.00867076619736732	0.0159156548442845	0.0163855030848431	0.0171604120116365	0.0124249723413406	0.00802562843705253	0.0096587949102433	0.00677704117311606	0.00894320849456429
cg08771731	0.0201170028320414	0.0199576544931066	0.0202864356737943	0.013721383879521	0.0114067236603203	0.0131093345326308	0.0156794300632125	0.00990130191498657	0.00635616707052102	0.0135681432639269	0.0164708481716223	0.0136544473742231	0.00826058800463307	0.0165933122344989	0.00869330312564398	0.00828360876438108	0.00611057251984054	0.0107139975232859	0.00700209160868768	0.0123307193017549	0.0123561505522207	0.00678472239801407	0.0101563063494237	0.0195761895796431	0.0250091687594171	0.0244654864987827	0.0253068729419148	0.0319262977392316	0.0249953779848103	0.0265035283318771	0.0209743285951055	0.0199081185695145	0.0118733930904904	0.0162852681728889	0.0142956033314674	0.0185698882373672	0.0128406685381388	0.0120136527146532	0.023812567125116	0.0304441652992308	0.016959475928133	0.0170694393241947	0.0134242302725314	0.0121224766490096	0.0124100242191261
cg00168942	0.672238308671237	0.626940399880124	0.699223323070179	0.628362445964615	0.701415887925658	0.624030691956306	0.649812787849764	0.727356767865688	0.68367762050945	0.735459015232864	0.680694794977761	0.689470503912041	0.768351303822152	0.744477202266403	0.726753970878273	0.74909045581553	0.722267677716246	0.809584807784131	0.76350721256952	0.758657151449694	0.669346169339871	0.698715997702095	0.754531934643237	0.747147978418	0.709314072757657	0.725697978736566	0.679203322662304	0.692550960625389	0.67285443360888	0.612858524884334	0.73967852852409	0.647162259426406	0.708626184932513	0.762291160051518	0.753587235658135	0.708918754929121	0.743196691306063	0.700883280547911	0.72368655567761	0.713747233884216	0.743291653102887	0.722922691783821	0.739722889828129	0.719339202201084	0.686590793208232
cg03019000	0.873320964066177	0.753073315400696	0.773740576498576	0.835793610227441	0.781938276865272	0.756928558931396	0.77441860047608	0.761555376423326	0.838360926234087	0.798031001858697	0.801701368452091	0.779328475214586	0.718883346941055	0.728736149803094	0.836633952268661	0.76429718986169	0.798614657708396	0.774465082982072	0.794696796109177	0.791896718436742	0.755339127528912	0.802363691691741	0.768641873088367	0.656125863746142	0.79250007566761	0.780345766336829	0.758968670835123	0.766903637748569	0.743646646527195	0.710252884221212	0.731474402318769	0.72850676355735	0.782062207345482	0.730377109291238	0.76197751228578	0.841748042410147	0.790900809305535	0.808655669308137	0.67917069452546	0.709112600037066	0.749291776975041	0.702579265474657	0.776683048481249	0.800392144955358	0.741391234593843
cg14658362	0.00979138019492401	0.0141081831014202	0.0153613120441383	0.0123518048346951	0.0172468836506118	0.0104703329693261	0.00937778091029436	0.0122142903830948	0.0117491446232554	0.0124363357243148	0.0135763027349973	0.0103461973835903	0.0158537296067223	0.0230609095661416	0.023288023652721	0.0104143111356055	0.0118605356512672	0.00895974819563319	0.0117148598219266	0.0125940715553119	0.00632212716552624	0.00610556295411315	0.00647523303521676	0.0232218730775568	0.0243078697373148	0.0162145408045946	0.0252912920260482	0.0289419633707255	0.0245994529184408	0.0301823591858713	0.0202533959826129	0.0108059198191649	0.0128265118418023	0.0140201535089744	0.0170621168340986	0.0144725972547766	0.00759807797677488	0.0076982915464288	0.0146996338892384	0.0190762469532109	0.0146579878382093	0.0167463531860771	0.0187142449628175	0.0117193903839849	0.0107890907123437
cg15988232	0.533943307792923	0.523005969502855	0.468455394698086	0.487220654148298	0.498264165805446	0.46554226659971	0.512688885297684	0.399604917109863	0.459108816579707	0.469526556425179	0.451571507119872	0.449665708939101	0.487141803615012	0.506076114114528	0.431309201822642	0.50026188582729	0.533237950800874	0.476527180916446	0.480543183652155	0.482303283149952	0.512943216968756	0.433794186767904	0.664215046923657	0.402632175239305	0.481466117050108	0.542644547218373	0.527156522716001	0.441446490896933	0.447580916581245	0.459010945502862	0.462259311648164	0.491081038470089	0.549081501919557	0.434093579709618	0.486810258327995	0.466167102273874	0.499240013187053	0.471336685007101	0.491017146643922	0.486546905528545	0.414270782010492	0.477538531697342	0.476223913148508	0.455965905797545	0.471776324423452
cg07730301	0.320414331498713	0.463040012549591	0.442754376316022	0.441048456540724	0.452243844043053	0.44628025833552	0.437970745261241	0.360931822518307	0.306611173949166	0.442220043603483	0.437368111449876	0.426421341154862	0.511528136189979	0.571592591179338	0.311596117625199	0.507393193731755	0.408763849692127	0.49464293710354	0.492007616846521	0.483854235334887	0.5441487932889	0.433778715097602	0.523423822318905	0.590937885781762	0.44907297229892	0.42150821619562	0.487909608888649	0.463959252210172	0.441002745645326	0.476720618242134	0.454292918422887	0.447627475087021	0.492302679507077	0.525223023541944	0.477794479757665	0.360940976524822	0.453615745717913	0.417951727781011	0.562870720700426	0.535733824140135	0.49895374035812	0.533428756552986	0.439793927758063	0.341227057450253	0.513452900386627
cg26723847	0.044596885789864	0.0773677104123572	0.0337424864694394	0.052544156444585	0.0330503427964572	0.0963224930094215	0.0535423609392636	0.0567425038289553	0.0356032835680211	0.0687747482423974	0.0669042775898508	0.0595427407949203	0.0685545982544229	0.0795443133763063	0.0856540803641369	0.0734339516823902	0.0583950066889264	0.0678489033799768	0.0613185009032192	0.0698418428051085	0.0698593044583207	0.0859599922020787	0.0871612106474215	0.103578521470148	0.0695500677972868	0.102579404453305	0.0851190277187669	0.057856670909137	0.0688912539406932	0.0679836939813391	0.0553998638031454	0.0655711395904687	0.0577652832208554	0.0700924511123132	0.0569197932364613	0.0597186116887439	0.085078504395232	0.0559599826230257	0.0929783992593105	0.100210537729945	0.0465392719573187	0.0677878411759715	0.0813979828365334	0.0457502349845083	0.0660784248209249
cg15804973	0.434661578514852	0.512311603929881	0.549874561160159	0.464027771238369	0.329010958955423	0.51447411972839	0.443129982078613	0.420611562102707	0.427361765716136	0.500531504207172	0.50290009408469	0.48665748206725	0.535905683116026	0.526362694058556	0.500714078979959	0.548905418170721	0.443457968502947	0.530956519510691	0.46319096898002	0.570594586609783	0.533722015034279	0.452536508979626	0.502156710508027	0.512315587152623	0.535240411105163	0.492140165047864	0.537621848840296	0.496855479152957	0.527810163773089	0.547127615432028	0.521856659820669	0.572597745633158	0.57526424734395	0.564018065764977	0.557351486166649	0.407054860089132	0.434585721696847	0.491596456556568	0.574138975693679	0.521317526101697	0.54343547631475	0.516185480064928	0.49636069251587	0.423324978450804	0.549721693378618
cg02580606	0.933738977861895	0.940033308882604	0.921255514572466	0.942291671203221	0.939785561435393	0.933679567245407	0.942933389804537	0.927255198828893	0.9336444082076	0.921219212989752	0.922739912125207	0.921248732727121	0.939678419015804	0.937522229398115	0.933716067108921	0.928448520928471	0.92398632418343	0.933111575609731	0.919934409796381	0.935639045028353	0.918437417888109	0.938204966778217	0.92852227509067	0.909940374153751	0.900895843009108	0.900729337272925	0.901414530608534	0.897900564794009	0.909387749571325	0.900275109856058	0.897405290659508	0.897220051298532	0.907293440878101	0.923421078171468	0.915442082586474	0.921242597245592	0.922846714015571	0.929947063170944	0.921057745800126	0.903657743437614	0.89909413973097	0.903838940172642	0.892756565613797	0.922430358976302	0.914788328308698
