probe	CT_P13	CT_P15	CT_P21	CT_P22	CT_P25	CT_P29	CT_P31	CT_P34	CT_P35	CT_P51	CT_P63	CT_P89	CT_PP4	CT_PP16	CT_PP33	CT_PP87	CT_PP119	CT_PP120	CT_PP129	CT_PP131	CT_PP219	CT_PP285	CT_PP761	CT_PP771	CT_PP779	CT_PP855	CPP_2	CPP_41	CPP_48	CPP_52	CPP_53	CPP_54	CPP_78	CPP_603	CPP_606	CPP_622	CPP_713	CPP_789	CPP_807	CPP_809	CPP_872	CPP_881	CPP_912	CPP_925	CPP_932
cg25427880	0.0750344212239614	0.133898604389125	0.119610899609969	0.0809949632565646	0.204486000902462	0.139670034529113	0.14199489267009	0.119290862170302	0.151605736193129	0.139030495784924	0.156803549275914	0.0912765113337656	0.133807302098335	0.239849368331595	0.126827904022332	0.119651828132618	0.123174623645753	0.105171043299694	0.155262053916321	0.202694317775979	0.158149627874889	0.0944783851692645	0.108821074319589	0.16618473687622	0.191998272923072	0.169292651918669	0.0916874810321558	0.118234228788052	0.106346185093139	0.113775643673759	0.0954318117557172	0.100552420830542	0.143066195009074	0.150761653269033	0.0989688448141302	0.125781432750482	0.115061239994021	0.164252853873418	0.199872531682995	0.0996208327221996	0.0874999852647147	0.0931567761126535	0.11105818410603	0.105905789059402	0.118822256981802
cg24046474	0.111249707506671	0.212505598171793	0.203218679984696	0.210983025923101	0.204471467160212	0.196990060318045	0.19792158464344	0.140262570999	0.199890102655023	0.213608946521617	0.162938956234146	0.177963131310639	0.320711548949856	0.310775388907908	0.179324845076355	0.235966451689807	0.201876932416541	0.261666860372598	0.206296613930638	0.173900483886887	0.287182619776194	0.216283712444809	0.244990451147012	0.31841673830475	0.230068538152788	0.239149865572487	0.259459463634858	0.271864784325909	0.180710357158689	0.223232810244128	0.262278855874015	0.284632588326809	0.271655626484508	0.318430815845971	0.264717517274937	0.193829315012885	0.215169817644888	0.236025850563066	0.293087901215975	0.256140906818463	0.259770654387235	0.300276048979249	0.279595467742284	0.171969601100283	0.286160089190183
cg16281600	0.723043224175847	0.686729064770586	0.663184411559899	0.72782685323319	0.693711640485661	0.711988687176704	0.666545014987617	0.769020929015962	0.725932841729215	0.660892926135467	0.66424889960267	0.725155097211961	0.684539335938036	0.591193777716282	0.707844405951754	0.681983667644201	0.722848701086272	0.660317402879896	0.644788928213945	0.65646546626249	0.678416987670095	0.690182994599603	0.635322750566598	0.698715593339699	0.699166177577864	0.690880695152229	0.68867821844031	0.737353702606381	0.67394141272953	0.668092464212317	0.738339725474884	0.733035006708768	0.695600155589417	0.71160695275061	0.713263289774252	0.70820021945478	0.704391671770801	0.694599396067384	0.655865120118425	0.679544963677422	0.657450850508679	0.681794497716884	0.744757899578363	0.740574338058751	0.68315318327891
cg03032497	0.0894626497759848	0.0647701336082686	0.0964023591146088	0.261673462912032	0.0814652468982608	0.0620067753248115	0.0806283064363988	0.132338878355002	0.0888504001905086	0.066881589480377	0.117398159789677	0.0634603762235008	0.0918403309363195	0.0929954154666697	0.0666867515477776	0.0799678856065719	0.0710386850784086	0.0828372474857351	0.0712029985643778	0.0621363453642163	0.0757391125866274	0.0741518373500186	0.0902779158846281	0.0798003822446577	0.103037916301498	0.0839347044967339	0.0999784673249798	0.0885253654162416	0.10812877776536	0.0782185142799932	0.0870358342509276	0.0663160613391435	0.062960597161449	0.0666683827051814	0.0647326820581019	0.089745028025991	0.0797681663618388	0.0691330297736721	0.0744611814212383	0.0732926402652473	0.0745684383058761	0.0803567487621639	0.0764508457994884	0.0714268615179006	0.0739229876088868
cg10699171	0.666165336861277	0.479394886526199	0.585114429494363	0.565944166120676	0.558776337285235	0.478903529491851	0.59370160717509	0.695736757033218	0.734075474630273	0.574489658015797	0.55473588012321	0.513994824634373	0.45098360687976	0.186179733190637	0.6957801199005	0.430766495862402	0.680817604634598	0.497503481077736	0.482742484566275	0.55660734826098	0.355209648999718	0.563172469990783	0.438581160044948	0.198147450517411	0.588116429622779	0.538017615414594	0.423849535609239	0.477148499962673	0.500600440423869	0.456955892984477	0.501043253027869	0.48793783351983	0.489455271049457	0.465050838846388	0.517329079495431	0.621841640582456	0.542080350610065	0.590165211130161	0.364119387707566	0.350743441408574	0.439762634883556	0.419920556582156	0.512961421172908	0.678465928140777	0.384408291358324
cg02675985	0.943503488859526	0.964435763962301	0.968956010741379	0.96282413021483	0.972362007764299	0.96854639464765	0.983879516890896	0.960256668955442	0.950656654096973	0.943213183535783	0.966702763647852	0.957963401623861	0.959485387800833	0.930077270845821	0.954780155605913	0.948065895020721	0.968494716514188	0.967111338794058	0.953173461546637	0.955069016973524	0.951329604183902	0.957134956419295	0.949284290459396	0.94312208801721	0.928681852859575	0.931281798272366	0.933002941052905	0.922414433037795	0.907437461933575	0.925254722810031	0.942108083434054	0.912641814721266	0.93706336720587	0.931716459725973	0.950271406262016	0.945514080583438	0.939435987026591	0.959046014593204	0.972927963702127	0.925471781482776	0.953048023863134	0.956591279678667	0.944032083734062	0.951071679808754	0.95963334454185
cg00995986	0.0782693910552463	0.134265189955014	0.0792696517824183	0.0541546283887494	0.0779729914832554	0.0774552322235503	0.108655084469786	0.054437129377283	0.0704781910543067	0.0750923000671105	0.107612855911551	0.101555288617933	0.160330543534006	0.166689251936073	0.058688138706511	0.121945230653641	0.067190068920724	0.114274623894241	0.100987828424909	0.122303070033417	0.114473002402821	0.116694286993634	0.170242493435716	0.174451771699062	0.074126099711327	0.096553139630259	0.143949592885389	0.116610906781911	0.136265150811438	0.134965035505614	0.0893687141349974	0.0665610148122854	0.0994519064087147	0.106458936676067	0.136141219590212	0.0910141647975565	0.0684742077496795	0.0791056916391492	0.134622658565765	0.129107711461145	0.0954303465893728	0.175563379926726	0.0714795805061038	0.0570229792298153	0.083904608571794
cg09437135	0.749389867675618	0.791376436437791	0.767454001145851	0.806830933180149	0.808373666391499	0.759929387450642	0.721059590480451	0.855912852923756	0.806672784597831	0.802333067874967	0.883657649353139	0.848401115278874	0.906096836290984	0.76778053733708	0.891114044773686	0.802065302427963	0.790143086275668	0.86507387672549	0.818786013802315	0.743909050381642	0.721514378178603	0.842910011337743	0.839322387925025	0.822062785471362	0.805412648888533	0.777461780733464	0.792424225687182	0.824090603922839	0.784721509099511	0.781387096193716	0.830577709574439	0.77219896474947	0.655809949746653	0.829348599489187	0.875503265321203	0.88369905356574	0.772010185763569	0.809387431690781	0.836910565945814	0.841919037143251	0.747824974008633	0.837271565216347	0.790660665109353	0.81592526879175	0.808357593476343
cg25407198	0.513489755187485	0.514629121649751	0.455941874660654	0.50724707070804	0.491894517204552	0.491358222317808	0.520162065502782	0.494762127675972	0.478537290167393	0.514158076469257	0.494122310058657	0.470806310046391	0.495791704962516	0.457189335492538	0.501184492170026	0.534550526135912	0.531518788808831	0.534903873797905	0.528886407197961	0.531813296533633	0.504723395782809	0.502518325271285	0.51091484655324	0.492624361681898	0.530230734241417	0.486758404067433	0.493265622668303	0.51250869275756	0.450957960503154	0.503389381428629	0.467939763792792	0.497827466069025	0.503669184133526	0.512020573245306	0.513978198768027	0.523819938801671	0.538904806404115	0.472931288445385	0.508602502554535	0.539321084012805	0.503493072821818	0.483812948135572	0.47371998249098	0.472741821958766	0.513680511641279
cg12999836	0.786286286042756	0.830414905665275	0.733673139724995	0.754651968762285	0.82709603136519	0.828822468250186	0.751516718317515	0.762647919107767	0.736372115277819	0.748754663981843	0.755179040843349	0.804190533734704	0.758895787402936	0.892265728802172	0.746713911811342	0.83554158373945	0.742157115097274	0.825722362650953	0.80779109033588	0.779537861115166	0.842339647517885	0.793480428340617	0.85301650039874	0.861568188965573	0.648025458794682	0.793615470911064	0.810243414379472	0.818434733829883	0.827159797952884	0.731920233179156	0.832067676065827	0.784998281292491	0.827398578091715	0.826311720134745	0.814988786520137	0.784120066742474	0.796245690703678	0.82325361287711	0.859027987881198	0.852225593307747	0.825266711998728	0.864620870468994	0.812275776110536	0.785132553369647	0.807949017302874
cg17627559	0.0315041891722866	0.115040579298578	0.100946914113586	0.0636749386825373	0.0707966543573916	0.0667529653424471	0.0768421867567585	0.0706807305876784	0.0915231578389364	0.10800374722109	0.0922561909556565	0.0686779369668015	0.181580155075475	0.180787022469692	0.0627250985452471	0.10395753043151	0.105308872065425	0.0638388850068988	0.115657489757552	0.0652923283680779	0.0417236433338264	0.0690701680124369	0.0805504470375183	0.135108631561821	0.119067814688963	0.0871467162644701	0.117840500043868	0.085835739779379	0.0932804109963034	0.0787569553121213	0.0840321779473715	0.0467995569419453	0.110062447826155	0.137344532858874	0.110138591826385	0.0590218538185162	0.0656983857525398	0.0684119564004086	0.142505314877202	0.0511739180461959	0.0555266829879221	0.106921288978836	0.0485563255987683	0.0405717948975561	0.0702944085551951
cg08280936	0.173570188216661	0.168386123808844	0.158514899305774	0.149605983900828	0.144937163785849	0.148465702207364	0.154650508613066	0.218200616669973	0.160986188995055	0.169816976036756	0.192646289095634	0.116417314367568	0.120298674402517	0.10549855172038	0.183381451573579	0.197374658742808	0.171315337437853	0.117595039634593	0.16233265421045	0.162926515716693	0.113613054943544	0.230338748445435	0.169054282981231	0.117182147987183	0.202720072668233	0.152797670376222	0.147237767228364	0.150408776736642	0.149058243800008	0.12459237223764	0.107456753891939	0.154471229706284	0.12848514307633	0.126456509414972	0.160383519390666	0.175473035608374	0.170869745499946	0.187836616141547	0.119758534890268	0.166405552439244	0.202062846096027	0.186567662312189	0.221000753100542	0.219416350579659	0.116709867097473
cg22254242	0.922499441658718	0.936398498131788	0.93019738061024	0.943829223445214	0.929031633611136	0.918523844888007	0.929439568608175	0.932179902109723	0.928482935670999	0.932889326517257	0.911422524657483	0.918376379663428	0.929331437198102	0.912739571163519	0.937319646207415	0.911440418419407	0.916391318810499	0.908319372503818	0.907561642365732	0.917173635368413	0.911084668644101	0.925981501477268	0.940549234151651	0.907884800136844	0.904773246010708	0.918053759968399	0.918087382022065	0.893137118059585	0.898273772076076	0.913548192091917	0.90429120659803	0.915207156226846	0.922631454121577	0.904730009192516	0.924827601603316	0.915921242235807	0.928914910135792	0.916172155597534	0.923346320855768	0.910774746569394	0.889178387696051	0.921459663080732	0.919680319553084	0.904285626443552	0.929600242360484
cg25848339	0.960644959649347	0.948107561266978	0.922465037772191	0.972167398919646	0.967280771703057	0.9660585558331	0.955662439045828	0.961425072270252	0.961050370045136	0.957027716859798	0.950516286810648	0.955321074431728	0.965235397301497	0.962844229004367	0.957799100361503	0.958426568463052	0.973479188820173	0.968236961557725	0.945416452714158	0.946676477517348	0.951679618154259	0.964748624881092	0.961872029342713	0.909184484408366	0.929759739549672	0.914154217783823	0.919336669016022	0.919585258320279	0.958020440793665	0.944299154990882	0.940507408530719	0.937855759536856	0.942296871533982	0.952536287623931	0.952759685471084	0.948059860551474	0.948850079290405	0.958274450228807	0.954133280779901	0.940937743614021	0.951088650398142	0.961243286723623	0.960880326274114	0.942125667267836	0.935951668927317
cg01242498	0.965181712144309	0.96853356471619	0.96773628030838	0.959623757103483	0.966769416525166	0.962074707020059	0.958162745361991	0.952972167251972	0.960428639978856	0.967520598476619	0.94710712498115	0.964555544225468	0.952715617562609	0.958981506542766	0.922294197361381	0.96210647192173	0.969565336944783	0.962271061771985	0.957357618435742	0.972797655321951	0.953519555907278	0.956302233015346	0.953706877752218	0.945500022726666	0.942960048709239	0.954823142453363	0.956607128826095	0.944600777721516	0.95838757996814	0.936424699259923	0.95066837246789	0.946069767635402	0.958309572430822	0.961669265545781	0.966507897582608	0.950017005637402	0.943922539603799	0.942213547954112	0.956059581731007	0.958779372010644	0.974003793209537	0.954904915387172	0.948872494835932	0.957037797374792	0.962672648205883
cg21428710	0.353971366795984	0.410800607006343	0.520115433268764	0.360863173034127	0.558313952800072	0.527925983670523	0.396606768442016	0.419824981032403	0.653179403795061	0.476014929041801	0.483888528647337	0.35565346775239	0.36684565066942	0.443253220423911	0.387063129095364	0.538987282201131	0.381134453415416	0.38149164542789	0.439613750915905	0.6023460397959	0.518887392480772	0.347775259034207	0.364433260243883	0.41827480155543	0.494082787724149	0.616985986062135	0.442777834483196	0.427984009305668	0.485202438744167	0.428723927381813	0.615258859690171	0.395731308319525	0.340029220944946	0.489446220047829	0.384757609921522	0.55995331583321	0.507673194228124	0.543305682201723	0.512430286171569	0.404957344373813	0.465561469354076	0.509825798825114	0.522869773851229	0.474876512823739	0.538070891873853
cg21771834	0.599942177771816	0.622832192877695	0.593953597469201	0.600356356973767	0.605279299617349	0.544212437795325	0.55889524687704	0.58313703593927	0.598725523399273	0.580426283365148	0.567459618837206	0.554472321434687	0.554077385930478	0.54089579826212	0.573136110339233	0.582444978812221	0.595525064840427	0.593387635941003	0.564891068684742	0.585762711061946	0.578619448910592	0.568108085625099	0.581741010708657	0.556109549157475	0.581573442347644	0.548689906025589	0.565257676094952	0.562583820878311	0.539984830710169	0.551909598979982	0.535249773585285	0.551076720167588	0.550969473545032	0.569372806583852	0.582795210776849	0.585356777053028	0.609615160141046	0.562529713713368	0.589408478401921	0.587367523407079	0.576005829046064	0.558596196760089	0.547101432728599	0.556933035763221	0.597419871004281
cg23181282	0.885241154835918	0.90660999171851	0.901132333364498	0.922976912817521	0.907177865361443	0.923271316226853	0.912406942310994	0.933303430555003	0.881486349283806	0.870518439786582	0.894876683089397	0.89901782747813	0.909201178529257	0.880830752570948	0.889398659934551	0.881556177576606	0.902285472848872	0.870859933087446	0.899995647635563	0.912224248600412	0.869978335070542	0.912482188716345	0.911425608804026	0.882325013720671	0.85082096304015	0.897488172644696	0.875545596443832	0.906722515283214	0.86866973278955	0.877215268097738	0.912534789582056	0.869006531110455	0.872630227068498	0.881073585739888	0.910136409686684	0.891751891915165	0.898382920533345	0.905338380165161	0.876784447763303	0.851622738000894	0.865575724464909	0.907770013297377	0.914680839563285	0.916180523013121	0.900908452698804
cg10289699	0.206923213562916	0.548117147775689	0.481474473599852	0.432633364960046	0.464403532494735	0.520562755093917	0.438655192582141	0.305093876583714	0.292107649824827	0.447278388383011	0.423012041910142	0.455158389912755	0.606113532584623	0.760663841153645	0.305793103780035	0.619920378424873	0.360245696426169	0.585307235469206	0.527651792346596	0.469827547873268	0.643534970081263	0.467989539109264	0.613961977518687	0.734939022797827	0.43423599241886	0.390900164164384	0.539675770744882	0.513151571682517	0.548001430581132	0.487139391641661	0.444416343408663	0.489175243303229	0.546671578318016	0.558570926423572	0.496461484325144	0.389629824180426	0.477408426853093	0.398506743118522	0.630750447609423	0.651128544035962	0.536504838348268	0.548604551819318	0.416398193908839	0.237164692691031	0.5547237396798
