TOTAL refs 1539 | with pmid 1427 | abstracts retrieved 1420
refs whose ABSTRACT reports a longitudinal LENGTH endpoint: 596
  ... of which the graph has NEVER recorded a quantitative finding: 231

ref_id	pmid	year	quant	score	human	title
ohlsson1992	1409707	1992	YES	5		Growth hormone induces multiplication of the slowly cycling germinal cells of the rat tibial growth plate
pritchett1992	1735225	1992	YES	5	Y	Longitudinal growth and growth-plate activity in the lower extremity
rao1997	9140395	1997	YES	5	Y	Pseudoautosomal deletions encompassing a novel homeobox gene cause growth failure in idiopathic short stature and
roach2003	12588965	2003	YES	5		Temporal analysis of rat growth plates: cessation of growth with age despite presence of a physis
rosenfield2005	16189255	2005	YES	5		Salutary effects of combining early very low-dose systemic estradiol with growth hormone therapy in girls with
sedes2022	35567544	2022	YES	5		Fibrillin-1 deficiency in the outer perichondrium causes longitudinal bone overgrowth in mice with Marfan syndrome
shtaif2026	42564707	2026	YES	5		&lt;i&gt;Sirt1&lt;/i&gt; deletion in hypertrophic chondrocytes differentially regulates skeletal growth and bone
sibonga1998	9724025	1998	YES	5		Effect of the high-affinity estrogen receptor ligand ICI 182,780 on the rat tibia
smith2008	18505767	2008	YES	5		Impact on bone of an estrogen receptor-alpha gene loss of function mutation
souza2008	18843772	2008	YES	5	Y	Growth velocity and interleukin 6 concentrations in juvenile idiopathic arthritis
tanner1975	164838	1975	YES	5	Y	Prediction of adult height from height, bone age, and occurrence of menarche, at ages 4 to 16 with allowance for
thomis2005	15689917	2005	YES	5	Y	Adolescent growth spurts in female gymnasts
wang2026	41933328	2026	YES	5	Y	Effects of androgen therapy on final adult height in boys with constitutional delay of growth and puberty: a meta-analys
weedon2008	18391952	2008	YES	5	Y	Genome-wide association analysis identifies 20 loci that influence adult height
wilsman1996a	8764865	1996	YES	5		Cell cycle analysis of proliferative zone chondrocytes in growth plates elongating at different rates
wilson2021	31997656	2021	YES	5	Y	Analysis of Association between Morphometric Parameters of Growth Plate and Bone Growth of Tibia in Mice and Humans
wright1999	10451401	1999	YES	5	Y	The strengths and limitations of parental heights as a predictor of attained height
xiu2022	36120578	2022	YES	5		Suppressor of fused-restrained Hedgehog signaling in chondrocytes is critical for epiphyseal growth plate maintenance
yakar1999	10377413	1999	YES	5		Normal growth and development in the absence of hepatic insulin-like growth factor I
yoshida2004	15107406	2004	YES	5		Runx2 and Runx3 are essential for chondrocyte maturation, and Runx2 regulates limb growth through induction of
bartlow2017	27653318	2017	YES	4		PTH(1-34) and zoledronic acid have differing longitudinal effects on juvenile mouse femur strength and morphology
bocciardi2007	17373680	2007	YES	4	Y	Overexpression of the C-type natriuretic peptide (CNP) is associated with overgrowth and bone anomalies in an individual
breinholt2019	31235532	2019	YES	4		TransCon CNP, a Sustained-Release C-Type Natriuretic Peptide Prodrug, a Potentially Safe and Efficacious New Therapeutic
carusonicolett1985	4044777	1985	YES	4		Short term, low dose estradiol accelerates ulnar growth in boys
chaudhary2016	27612440	2016	YES	4		Advanced quantitative imaging and biomechanical analyses of periosteal fibers in accelerated bone growth
cheng2025	41096725	2025	YES	4		Growth Plate Skeletal Stem Cells and Their Actions Within the Stem Cell Niche
chikuda2004	15466490	2004	YES	4		Cyclic GMP-dependent protein kinase II is a molecular switch from proliferation to hypertrophic differentiation
claramunt2015	25972508	2015	YES	4		Chronic kidney disease induced by adenine: a suitable model of growth retardation in uremia
cole2014	24313626	2014	YES	4		A mixed effects model to estimate timing and intensity of pubertal growth from height and secondary sexual characteristi
correa2010	20951345	2010	YES	4		Zfp521 is a target gene and key effector of parathyroid hormone-related peptide signaling in growth plate chondrocytes
devotta2023	37162198	2023	YES	4		Npr3 regulates neural crest and cranial placode progenitors formation through its dual function as clearance and
eaton2014	25393478	2014	YES	4		Inhibition of apoptosis signal-regulating kinase 1 enhances endochondral bone formation by increasing chondrocyte
farouk2023	37158537	2023	YES	4		Slipped capital femoral epiphyses: A major on-target adverse event associated with FGFR tyrosine kinase inhibitors
gerber1999	10371499	1999	YES	4		VEGF couples hypertrophic cartilage remodeling, ossification and angiogenesis during endochondral bone formation
gevers1996	8603568	1996	YES	4		Growth, growth hormone (GH)-binding protein, and GH receptors are differentially regulated by peak and trough components
hirai2026	41433092	2026	YES	4		Collagen-binding C-type natriuretic peptide enhances chondrogenesis and osteogenesis
hori2025	40343231	2025	YES	4		When is Growth the Greatest? Spine and Total Body Growth in Idiopathic Scoliosis Through Sanders Maturation Stages
horton1978	690757	1978	YES	4		Standard growth curves for achondroplasia
hosny2026	41838116	2026	YES	4		Efficacy and safety of limb lengthening in achondroplasia: A systematic review and meta-analysis
huang2026	42539507	2026	YES	4		Case Report: A novel &lt;i&gt;PTHLH&lt;/i&gt; nonsense variant in a mother-son pair with brachydactyly type E
ilizarov1989	2912628	1989	YES	4		The tension-stress effect on the genesis and growth of tissues: Part II. The influence of the rate and frequency
kang2020	33230983	2020	YES	4		Growth and Bone Mineral Density Changes in Ovariectomized Rats Treated with Estrogen Receptor Alpha or Beta Agonists
karolak2015	25616962	2015	YES	4		FGFR1 signaling in hypertrophic chondrocytes is attenuated by the Ras-GAP neurofibromin during endochondral bone
kawabe2025	40456620	2025	YES	4		Phosphodiesterase 3 inhibitors boost bone outgrowth
kimura2008	18328428	2008	YES	4		Transient inhibition of the Hedgehog pathway in young mice causes permanent defects in bone structure
komlaebri2016	27064282	2016	YES	4		Tyrosine kinase inhibitor NVP-BGJ398 functionally improves FGFR3-related dwarfism in mouse model
koyama2021	33724538	2021	YES	4		Premature Growth Plate Closure Caused by a Hedgehog Cancer Drug Is Preventable by Co-Administration of a Retinoid
liu2026cih	41387208	2026	YES	4		Epigenetic Targeting of Senescent Cells Prevents the Deleterious Effects of Obstructive Sleep Apnea on Growing
luo1997	9052783	1997	YES	4		Spontaneous calcification of arteries and cartilage in mice lacking matrix GLA protein
matsumoto2009	19633173	2009	YES	4		Conditional inactivation of Has2 reveals a crucial role for hyaluronan in skeletal growth, patterning, chondrocyte
miura2012	22870295	2012	YES	4		An overgrowth disorder associated with excessive production of cGMP due to a gain-of-function mutation of the natriureti
mnard2014	24902946	2014	YES	4		In vivo dynamic loading reduces bone growth without histomorphometric changes of the growth plate
movrareskrtic2014	24395795	2014	YES	4		The estrogen receptor antagonist ICI 182,780 can act both as an agonist and an inverse agonist when estrogen receptor
narumi2020	33102789	2020	YES	4	Y	Evaluating the seasonality of growth in infants using a mobile phone application
preece1978	646321	1978	YES	4	Y	A new family of mathematical models describing the human growth curve
qiu2015	25196529	2015	YES	4		PTH receptor signaling in osteoblasts regulates endochondral vascularization in maintenance of postnatal growth
robson2000	11014246	2000	YES	4		Thyroid hormone acts directly on growth plate chondrocytes to promote hypertrophic differentiation and inhibit
rubin2021	34508093	2021	YES	4		Application of 3D MAPs pipeline identifies the morphological sequence chondrocytes undergo and the regulatory role
samvelyan2022	35272487	2022	YES	4		The role of accelerated growth plate fusion in the absence of SOCS2 on osteoarthritis vulnerability
savarirayan2023	37823031	2023	YES	4	Y	Once-weekly TransCon CNP (navepegritide) in children with achondroplasia (ACcomplisH): a phase 2, multicentre,
schmitt2000	10760084	2000	YES	4		Intermittent administration of parathyroid hormone (1-37) improves growth and bone mineral density in uremic rats
schrier2006	16614378	2006	YES	4		Depletion of resting zone chondrocytes during growth plate senescence
sergerie2009	19185303	2009	YES	4		Mechanical properties of the porcine growth plate and its three zones from unconfined compression tests
sivaraj2022	35091558	2022	YES	4		Mesenchymal stromal cell-derived septoclasts resorb cartilage during developmental ossification and fracture healing
stokes2002a	15456065	2002	YES	4		Growth plate chondrocyte enlargement modulated by mechanical loading
stokes2005	15607892	2005	YES	4		Modulation of vertebral and tibial growth by compression loading: diurnal versus full-time loading
stokes2007	17532281	2007	YES	4		Alterations in the growth plate associated with growth modulation by sustained compression or distraction
tanner1983	6639123	1983	YES	4	Y	Prediction of adult height from height and bone age in childhood. A new system of equations (TW Mark II) based
thurston1985cn	3840788	1985	YES	4		Cell kinetics of growth cartilage of achondroplastic (cn) mice
tise2025	39925707	2025	YES	4		Biallelic SLC13A1 loss-of-function variants result in impaired sulfate transport and skeletal phenotypes, including
toromanoff1998	9514214	1998	YES	4		Early effects of short-term parathyroid hormone administration on bone mass, mineral content, and strength in female
varimo2019	31024444	2019	YES	4		Letrozole Monotherapy in Pre- and Early-Pubertal Boys Does Not Increase Adult Height
warman1993	8220429	1993	YES	4		A type X collagen mutation causes Schmid metaphyseal chondrodysplasia
weir1996	8816783	1996	YES	4		Targeted overexpression of parathyroid hormone-related peptide in chondrocytes causes chondrodysplasia and delayed
weise2001	11381135	2001	YES	4		Effects of estrogen on growth plate senescence and epiphyseal fusion
white2008	19308560	2008	YES	4	Y	Histomorphometric analysis of an adolescent distal tibial physis prior to growth plate closure
who2006	16817679	2006	YES	4	Y	Assessment of differences in linear growth among populations in the WHO Multicentre Growth Reference Study
wilsman1996	8982136	1996	YES	4		Differential growth by growth plates as a function of multiple parameters of chondrocytic kinetics
wu2012	22696219	2012	YES	4		Fibroblast growth factor 21 (FGF21) inhibits chondrocyte function and growth hormone action directly at the growth
yadav2011	20684022	2011	YES	4		Loss of skeletal mineralization by the simultaneous ablation of PHOSPHO1 and alkaline phosphatase function: a
yan2016	27821775	2016	YES	4		Gut microbiota induce IGF-1 and promote bone formation and growth
yuan2023	37607905	2023	YES	4		α-parvin controls chondrocyte column formation and regulates long bone development
berry2025	40388606	2025	YES	3	Y	X and Y gene dosage effects are primary contributors to human sexual dimorphism: The case of height
brmswig1990	2246686	1990	YES	3		Adult height in boys and girls with untreated short stature and constitutional delay of growth and puberty: accuracy
chu2026	41984930	2026	YES	3	Y	A transcriptional atlas of the pubertal human growth plate reveals two populations of stem cells and direct effect
karlberg1987	3589247	1987	YES	3	Y	On the modelling of human growth
kember1976	1018028	1976	YES	3	Y	Quantitative histology of the human growth plate
maffei2004	14715828	2004	YES	3	Y	Dysmetabolic syndrome in a man with a novel mutation of the aromatase gene: effects of testosterone, alendronate,
newton2019	30814736	2019	YES	3	Y	A radical switch in clonality reveals a stem cell niche in the epiphyseal growth plate
reyes2023	37808400	2023	YES	3	Y	Substantially Delayed Maturation of Growth Plate Chondrocytes in "Humanized" <i>PTH1R</i> Mice with the H223R Mutation
rosati1994	7842010	1994	YES	3		Normal long bone growth and development in type X collagen-null mice
sanna2008	18193045	2008	YES	3	Y	Common variants in the GDF5-UQCC region are associated with variation in human height
sun2025	40892086	2025	YES	3	Y	Discordance between knee and hand-wrist bone age in adolescents: implications for skeletal maturity assessment
thaneetrakool2025	39533736	2025	YES	3	Y	Efficacy of leuprolide acetate versus triptorelin pamoate administered every 3 months for treatment of central
wood2014	25282103	2014	YES	3	Y	Defining the role of common variation in the genomic and biological architecture of adult human height
ying2026	41758754	2026	YES	3	Y	Once-Weekly Lonapegsomatropin Was Efficacious and Well Tolerated in Chinese Children with Growth Hormone Deficiency:
yu2013	24117386	2013	YES	3		Immunolocalisation of fibrillin microfibrils in the calf metacarpal and vertebral growth plate
yuan2026	41951914	2026	YES	3	Y	Clinical efficacy of growth hormone therapy in adolescent short stature during late puberty: a prospective cohort
blumer2008	18602255	2008	YES	2		Structure, formation and role of cartilage canals in the developing bone
burren2023	37908565	2023	YES	2		Effective Long-term Pediatric Pegvisomant Monotherapy to Final Height in X-linked Acrogigantism
kember1987	3502931	1987	YES	2		Cell kinetics and longitudinal bone growth in birds
miyazaki2022	35287796	2022	YES	2		C-type natriuretic peptide facilitates autonomic Ca<sup>2+</sup> entry in growth plate chondrocytes for stimulating
serrat2008	19047632	2008	YES	2		Temperature regulates limb length in homeotherms by directly modulating cartilage growth
vendra2018	29783204	2018	YES	2		Chondron curvature mapping in growth plate cartilage under compressive loading
hucke2023	37415789	2023	YES	1		Influence of tension-band plates on the mechanical loading of the femoral growth plate during guided growth due
kember1993	8219479	1993	YES	1		Cell kinetics and the control of bone growth
kodama2025	40025030	2025	YES	1		Apolipoprotein E is a marker of all chondrocytes in the growth plate resting zone
meng2025	41454937	2025	YES	1		Clinical, Molecular Characteristics, and Genotype-Phenotype Relationships of Metaphyseal Chondrodysplasia Type
mizuhashi2018	30401834	2018	YES	1		Resting zone of the growth plate houses a unique class of skeletal stem cells
muruganandan2022	35523895	2022	YES	1		A FoxA2+ long-term stem cell population is necessary for growth plate cartilage regeneration after injury
ruizperez2000	10700184	2000	YES	1		Mutations in a new gene in Ellis-van Creveld syndrome and Weyers acrodental dysostosis
shapiro1977	71299	1977	YES	1		Organization and cellular biology of the perichondrial ossification groove of ranvier: a morphological study in
williams2007	17496046	2007	YES	1		Solute transport in growth plate cartilage: in vitro and in vivo
yanagihara2025	41188231	2025	YES	1		Dnmt1 determines bone length by regulating energy metabolism of growth plate chondrocytes
